Name,cat,manufacturer,model,insulation type,jacket type,od,kgm,jackThickness,guage,#conduits,grade,part#,Item#
Draka15-10 Control Cable,1,Draka,15-10 Control Cable,2,2,17.78,0.46133084,1.524,16,19,Industrial Grade,71190,662
DrakaPower & Control TFN,1,Draka,Power & Control TFN,2,2,16.256,0.462819004,1.524,16,19,Industrial Grade,2193,1020
American Insulated WireXL-40™ Control,1,American Insulated Wire,XL-40™ Control,1,1,18.796,0.531274548,1.524,16,19,Industrial Grade,19926,1153
DrakaControl Cable Multiconductor XLPE ins,1,Draka,Control Cable Multiconductor XLPE ins,1,1,19.812,0.566990484,1.524,16,19,Industrial Grade,816-19,756
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,18.034,0.508952088,1.524,16,19,Industrial Grade,222190,941
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,18.034,0.508952088,1.524,16,19,Industrial Grade,202190,950
General CableUltrol 300,1,General Cable,Ultrol 300,1,1,22.5552,0.772357116,2.032,16,19,Class 1E Nuclear,378820,1453
Generic (TP TP 16 20),1,GENERIC,GENERIC,2,2,17.145,0.465795332,1.524,16,20,,,
Generic (TS TS 16 20),1,GENERIC,GENERIC,1,1,20.701,0.596753764,1.524,16,20,,,
DrakaControl Cable Multiconductor XLPE ins,1,Draka,Control Cable Multiconductor XLPE ins,1,1,20.701,0.596753764,1.524,16,20,Industrial Grade,816-20,757
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,19.05,0.523833728,1.524,16,20,Industrial Grade,222200,942
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,19.05,0.523833728,1.524,16,20,Industrial Grade,202200,951
DrakaBOSTFLEX™ pendant & reel control,1,Draka,BOSTFLEX™ pendant & reel control,1,1,23.495,0.753010984,2.413,16,20,Industrial Grade,N7017,1511
DrakaALL-TEMP INDUSTRITE Type SOW Control,1,Draka,ALL-TEMP INDUSTRITE Type SOW Control,1,1,23.622,0.744082,3.175,16,20,Industrial Grade,A13429,1532
Generic (TP TP 16 21),1,GENERIC,GENERIC,2,2,17.145,0.482165136,1.524,16,21,Industrial Grade,2213,1022
Generic (TP TP 16 22),1,GENERIC,GENERIC,2,2,18.034,0.49853494,1.524,16,22,Industrial Grade,2223,1023
Generic (TS TP 16 22),1,GENERIC,GENERIC,1,1,19.05,0.561037828,1.524,16,22,Industrial Grade,25959,742
Generic (TP TP 16 23),1,GENERIC,GENERIC,2,2,18.034,0.517881072,1.524,16,23,Industrial Grade,2233,1024
Generic (TP TP 16 24),1,GENERIC,GENERIC,2,2,18.796,0.546156188,1.524,16,24,Industrial Grade,2243,1025
Generic (TS TS 16 24),1,GENERIC,GENERIC,1,1,22.098,0.68455544,2.032,16,24,,,
American Insulated WireXL-40™ Control,1,American Insulated Wire,XL-40™ Control,1,1,22.098,0.68455544,2.032,16,24,Industrial Grade,25791,1469
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,20.955,0.616099896,1.524,16,24,Industrial Grade,222240,943
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,20.955,0.616099896,1.524,16,24,Industrial Grade,202240,952
DrakaBOSTFLEX™ pendant & reel control,1,Draka,BOSTFLEX™ pendant & reel control,1,1,26.416,0.95242496,2.794,16,24,Industrial Grade,N7018,1519
DrakaALL-TEMP INDUSTRITE Type SOW Control,1,Draka,ALL-TEMP INDUSTRITE Type SOW Control,1,1,26.67,0.947960468,3.556,16,24,Industrial Grade,A13430,1547
Generic (TP TP 16 25),1,GENERIC,GENERIC,2,2,19.05,0.562525992,1.524,16,25,Industrial Grade,2253,1026
Generic (TS TS 16 25),1,GENERIC,GENERIC,1,1,25.7556,0.958377616,2.032,16,25,Class 1E Nuclear,378830,1454
DrakaPower & Control TFN,1,Draka,Power & Control TFN,2,2,19.05,0.562525992,1.524,16,25,Industrial Grade,2253,1026
Draka15-10 Control Cable,1,Draka,15-10 Control Cable,2,2,22.352,0.593777436,2.032,16,25,Industrial Grade,71250,1202
Generic (TP TP 16 26),1,GENERIC,GENERIC,2,2,19.05,0.586336616,1.524,16,26,Industrial Grade,2263,1027
Generic (TS TP 16 26),1,GENERIC,GENERIC,1,1,21.59,0.657768488,1.524,16,26,Industrial Grade,222260,944
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,21.59,0.657768488,1.524,16,26,Industrial Grade,222260,944
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,21.59,0.657768488,1.524,16,26,Industrial Grade,202260,953
Generic (TP TP 16 27),1,GENERIC,GENERIC,2,2,19.05,0.601218256,1.524,16,27,Industrial Grade,2273,1028
Generic (TS TP 16 27),1,GENERIC,GENERIC,1,1,21.59,0.674138292,1.524,16,27,Industrial Grade,222270,945
American Insulated WireXL-40™ Control,1,American Insulated Wire,XL-40™ Control,1,1,22.987,0.775333444,2.032,16,27,Industrial Grade,28763,1470
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,21.59,0.674138292,1.524,16,27,Industrial Grade,222270,945
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,21.59,0.674138292,1.524,16,27,Industrial Grade,202270,954
Generic (TP TP 16 28),1,GENERIC,GENERIC,2,2,19.939,0.62502888,1.524,16,28,Industrial Grade,2283,1029
Generic (TP TP 16 29),1,GENERIC,GENERIC,2,2,19.939,0.642886848,1.524,16,29,Industrial Grade,2293,1030
Generic (TP TP 16 30),1,GENERIC,GENERIC,2,2,19.939,0.657768488,1.524,16,30,,,
Generic (TS TS 16 30),1,GENERIC,GENERIC,1,1,27.3304,1.199460184,2.032,16,30,,,
DrakaPower & Control TFN,1,Draka,Power & Control TFN,2,2,19.939,0.657768488,1.524,16,30,Industrial Grade,2303,1031
Draka15-10 Control Cable,1,Draka,15-10 Control Cable,2,2,23.241,0.720271376,2.032,16,30,Industrial Grade,71300,1203
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,23.368,0.793191412,2.032,16,30,Industrial Grade,222300,1345
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,23.368,0.793191412,2.032,16,30,Industrial Grade,202300,1347
DrakaBOSTFLEX™ pendant & reel control,1,Draka,BOSTFLEX™ pendant & reel control,1,1,29.591,1.224758972,2.794,16,30,Industrial Grade,N7019,1520
DrakaALL-TEMP INDUSTRITE Type SOW Control,1,Draka,ALL-TEMP INDUSTRITE Type SOW Control,1,1,30.48,1.20541284,3.937,16,30,Industrial Grade,A13431,1553
General CableUltrol 300,1,General Cable,Ultrol 300,1,1,27.3304,1.199460184,2.032,16,30,Class 1E Nuclear,378840,1455
Generic (TP TP 16 31),1,GENERIC,GENERIC,2,2,21.082,0.68455544,1.524,16,31,Industrial Grade,2313,1032
Generic (TS TP 16 31),1,GENERIC,GENERIC,1,1,23.114,0.86313512,2.032,16,31,Industrial Grade,25960,1237
Generic (TP TP 16 32),1,GENERIC,GENERIC,2,2,21.082,0.69943708,1.524,16,32,Industrial Grade,2323,1033
Generic (TS TS 16 32),1,GENERIC,GENERIC,1,1,24.638,0.891410236,2.032,16,32,Industrial Grade,25792,1471
DrakaPower & Control TFN,1,Draka,Power & Control TFN,2,2,21.082,0.69943708,1.524,16,32,Industrial Grade,2323,1033
Generic (TP TP 16 33),1,GENERIC,GENERIC,2,2,21.082,0.718783212,1.524,16,33,Industrial Grade,2333,1034
Generic (TP TP 16 34),1,GENERIC,GENERIC,2,2,21.463,0.741105672,2.032,16,34,Industrial Grade,2343,1380
Generic (TP TP 16 35),1,GENERIC,GENERIC,2,2,21.463,0.757475476,2.032,16,35,Industrial Grade,2353,1381
Generic (TP TP 16 36),1,GENERIC,GENERIC,2,2,21.463,0.77384528,2.032,16,36,Industrial Grade,2363,1382
Generic (TS TS 16 36),1,GENERIC,GENERIC,1,1,33.528,1.559595872,3.175,16,36,Industrial Grade,N7020,1537
DrakaBOSTFLEX™ pendant & reel control,1,Draka,BOSTFLEX™ pendant & reel control,1,1,33.528,1.559595872,3.175,16,36,Industrial Grade,N7020,1537
DrakaALL-TEMP INDUSTRITE Type SOW Control,1,Draka,ALL-TEMP INDUSTRITE Type SOW Control,1,1,34.671,1.596799972,4.318,16,36,Industrial Grade,24908,1557
Generic (TP TP 16 37),1,GENERIC,GENERIC,2,2,21.463,0.790215084,2.032,16,37,,,
Generic (TS TS 16 37),1,GENERIC,GENERIC,1,1,26.416,0.998558044,2.032,16,37,,,
Draka15-10 Control Cable,1,Draka,15-10 Control Cable,2,2,24.892,0.88545758,2.032,16,37,Industrial Grade,71370,1204
DrakaPower & Control TFN,1,Draka,Power & Control TFN,2,2,21.463,0.790215084,2.032,16,37,Industrial Grade,2373,1383
American Insulated WireXL-40™ Control,1,American Insulated Wire,XL-40™ Control,1,1,26.416,0.998558044,2.032,16,37,Industrial Grade,30350,1472
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,24.892,0.934566992,2.032,16,37,Industrial Grade,222370,1346
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,24.892,0.934566992,2.032,16,37,Industrial Grade,202370,1348
General CableUltrol 300,1,General Cable,Ultrol 300,1,1,29.3116,1.479235016,2.032,16,37,Class 1E Nuclear,378850,1456
Generic (TS TP 16 41),1,GENERIC,GENERIC,1,1,25.527,1.01195152,2.032,16,41,Industrial Grade,25961,1238
Generic (TS TP 16 60),1,GENERIC,GENERIC,1,1,29.337,1.40631498,2.032,16,60,Industrial Grade,25962,1239
Generic (TP TP 10 2),2,GENERIC,GENERIC,2,2,10.922,0.211319288,1.143,10,2,Industrial Grade,28091,431
Generic (TP TP 10 3),2,GENERIC,GENERIC,2,2,11.557,0.270845848,1.143,10,3,Industrial Grade,28092,432
Generic (TP TP 10 4),2,GENERIC,GENERIC,2,2,12.7,0.337813228,1.143,10,4,Industrial Grade,27923,433
Generic (TP TP 10 5),2,GENERIC,GENERIC,2,2,16.129,0.422638576,1.524,10,5,Industrial Grade,31325,699
Generic (TP TP 10 6),2,GENERIC,GENERIC,2,2,17.399,0.494070448,1.524,10,6,Industrial Grade,36849,700
Generic (TP TP 10 15),2,GENERIC,GENERIC,2,2,25.019,1.16076792,1.524,10,15,Industrial Grade,31326,701
Generic (TP TP 10 30),2,GENERIC,GENERIC,2,2,32.766,2.186112916,2.032,10,30,Industrial Grade,31327,846
Generic (TP TP 12 2),2,GENERIC,GENERIC,2,2,9.271,0.159233548,1.143,12,2,Industrial Grade,18494,434
Generic (TP TP 12 3),2,GENERIC,GENERIC,2,2,9.779,0.190484992,1.143,12,3,Industrial Grade,31089,435
Generic (TP TP 12 4),2,GENERIC,GENERIC,2,2,10.668,0.23810624,1.143,12,4,Industrial Grade,18499,436
Generic (TP TP 12 5),2,GENERIC,GENERIC,2,2,13.208,0.29019198,1.143,12,5,Industrial Grade,24683,437
Generic (TP TP 12 7),2,GENERIC,GENERIC,2,2,14.986,0.361623852,1.524,12,7,Industrial Grade,18502,702
Generic (TP TP 12 13),2,GENERIC,GENERIC,2,2,19.177,0.644375012,1.524,12,13,Industrial Grade,36848,703
Generic (TP TP 12 15),2,GENERIC,GENERIC,2,2,20.32,0.723247704,1.524,12,15,Industrial Grade,31271,704
Generic (TP TP 12 30),2,GENERIC,GENERIC,2,2,27.432,1.440542752,2.032,12,30,Industrial Grade,31272,847
Generic (TP TP 14 2),2,GENERIC,GENERIC,2,2,6.7564,0.072920036,0.762,14,2,Industrial Grade,181402C6,70
American Insulated WireTYPE TC Control/Instrument,2,American Insulated Wire,TYPE TC Control/Instrument,2,2,8.255,0.12649394,1.143,14,2,Industrial Grade,18248,438
Cable USAETFE TYPE TC,2,Cable USA,ETFE TYPE TC,2,2,6.7564,0.072920036,0.762,14,2,Industrial Grade,181402C6,70
Generic (TP TP 14 3),2,GENERIC,GENERIC,2,2,8.636,0.151792728,1.143,14,3,Industrial Grade,18250,439
Generic (TP TP 14 4),2,GENERIC,GENERIC,2,2,9.398,0.181556008,1.143,14,4,Industrial Grade,18253,440
Generic (TP TP 14 5),2,GENERIC,GENERIC,2,2,11.811,0.214295616,1.143,14,5,Industrial Grade,31124,441
Generic (TP TP 14 6),2,GENERIC,GENERIC,2,2,12.7,0.241082568,1.143,14,6,Industrial Grade,35910,442
Generic (TP TP 14 7),2,GENERIC,GENERIC,2,2,12.7,0.026786952,1.143,14,7,Industrial Grade,18256,443
Generic (TP TP 14 12),2,GENERIC,GENERIC,2,2,16.51,0.433055724,1.524,14,12,Industrial Grade,23168,705
Generic (TP TP 14 13),2,GENERIC,GENERIC,2,2,16.891,0.465795332,1.524,14,13,Industrial Grade,36847,706
Generic (TP TP 14 15),2,GENERIC,GENERIC,2,2,18.034,0.53573904,1.524,14,15,Industrial Grade,31125,707
Generic (TP TP 14 24),2,GENERIC,GENERIC,2,2,22.225,0.800632232,2.032,14,24,Industrial Grade,32248,848
Generic (TP TP 14 30),2,GENERIC,GENERIC,2,2,24.257,1.035762144,2.032,14,30,Industrial Grade,31126,849
Generic (TP TP 14 35),2,GENERIC,GENERIC,2,2,25.527,1.169696904,2.032,14,35,Industrial Grade,29558,850
Generic (TP TP 16 2),2,GENERIC,GENERIC,2,2,7.366,0.075896364,1.143,16,2,,,
Generic (TS TS 16 2),2,GENERIC,GENERIC,3,3,9.398,0.0744082,1.016,16,2,,,
American Insulated WireAmerican SDN ,2,American Insulated Wire,American SDN ,2,2,7.366,0.075896364,1.143,16,2,Industrial Grade,38486,289
American Insulated WireTYPE TC Control/Instrument,2,American Insulated Wire,TYPE TC Control/Instrument,2,2,7.62,0.092266168,1.143,16,2,Industrial Grade,18114,444
Cable USAETFE TYPE TC,2,Cable USA,ETFE TYPE TC,2,2,5.9944,0.053573904,0.762,16,2,Industrial Grade,181602C6,71
Cable USAFEP(Teflon) TYPE TC,2,Cable USA,FEP(Teflon) TYPE TC,2,2,7.4168,0.092266168,1.143,16,2,Industrial Grade,181602C6,346
General Cable20/10,2,General Cable,20/10,2,2,8.128,0.072920036,1.143,16,2,Industrial Grade,365360,276
General CableVNTC ,2,General Cable,VNTC ,2,2,7.62,0.0744082,1.143,16,2,Industrial Grade,245580,477
General CableVNTC ,2,General Cable,VNTC ,2,2,7.62,0.077384528,1.143,16,2,Industrial Grade,247620,478
General CableVNTC CAROLFIRE ,2,General Cable,VNTC CAROLFIRE ,2,2,7.62,0.075896364,1.143,16,2,Industrial Grade,230830,506
General CablePVIC PVC/PVC SHIELDED,2,General Cable,PVIC PVC/PVC SHIELDED,2,2,6.9342,0.06696738,1.016,16,2,Industrial Grade,325770,257
OkoniteOkozel,2,Okonite,Okozel,2,2,5.588,0.055062068,0.381,16,2,Class 1E Nuclear,203-76-3252,52
DrakaReduced Diameter Control,2,Draka,Reduced Diameter Control,1,1,7.112,0.063991052,0.762,16,2,Industrial Grade,216-02,88
General CableCHTC,2,General Cable,CHTC,1,1,8.636,0.090778004,1.143,16,2,Industrial Grade,241420,317
General CableEHTC ,2,General Cable,EHTC ,1,1,8.128,0.08184902,1.143,16,2,Industrial Grade,343460,327
General CableUltrol  200 Instrument Cable,2,General Cable,Ultrol  200 Instrument Cable,1,1,7.8486,0.080360856,1.143,16,2,Class 1E Nuclear,377680,464
General CableCHTC XLPE/HYP INDIVIDUAL SHIELD,2,General Cable,CHTC XLPE/HYP INDIVIDUAL SHIELD,1,1,8.763,0.090778004,1.143,16,2,Industrial Grade,240990,322
General CableFREP EPR/CPE SHIELDED,2,General Cable,FREP EPR/CPE SHIELDED,1,1,8.128,0.077384528,1.143,16,2,Industrial Grade,314960,408
OkoniteFMR Okolon ,2,Okonite,FMR Okolon ,1,1,8.382,0.10417148,1.143,16,2,Industrial Grade,202-10-2032,398
OkoniteFMR Okolon ,2,Okonite,FMR Okolon ,1,1,10.668,0.125005776,1.143,16,2,Nuclear Qualified 383,202-14-2052,399
OkoniteFRM-N Okolon ,2,Okonite,FRM-N Okolon ,1,1,9.144,0.114588628,1.143,16,2,Nuclear Qualified,202-16-2032,415
OkoniteFRM-N Okolon 1000/2000V,2,Okonite,FRM-N Okolon 1000/2000V,1,1,11.938,0.190484992,1.143,16,2,Nuclear Qualified,202-18-2052,420
OkoniteFMR - LCS Okolon ,2,Okonite,FMR - LCS Okolon ,1,1,17.018,0.369064672,1.524,16,2,Nuclear Tracability,202-14-6052,643
OkoniteFMR-LCS Okolon,2,Okonite,FMR-LCS Okolon,1,1,17.018,0.389898968,1.524,16,2,Nuclear Tracability,202-10-6052,654
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,6.858,0.05952656,0.889,16,2,Industrial Grade,I83-0020,101
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,6.858,0.06696738,0.889,16,2,Industrial Grade,I83-0021,102
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,9.144,0.0744082,1.016,16,2,Class 1E Nuclear,I48-3301,148
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,9.398,0.0744082,1.016,16,2,Class 1E Nuclear,I48-3327,149
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,7.874,0.09673066,1.143,16,2,Class 1E Nuclear,I45-0020,361
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,7.874,0.09673066,1.143,16,2,Class 1E Nuclear,I46-0021,362
Rockbestus-SupCAROLFIRE,2,Rockbestus-Sup,CAROLFIRE,1,1,7.874,0.09673066,1.143,16,2,,I46-0021,315
Generic (TP TP 16 3),2,GENERIC,GENERIC,2,2,7.747,0.092266168,1.143,16,3,,,
Generic (TS TS 16 3),2,GENERIC,GENERIC,1,1,9.144,0.108635972,1.143,16,3,,,
American Insulated WireAmerican SDN ,2,American Insulated Wire,American SDN ,2,2,7.747,0.092266168,1.143,16,3,Industrial Grade,38487,290
American Insulated WireTYPE TC Control/Instrument,2,American Insulated Wire,TYPE TC Control/Instrument,2,2,8.001,0.11905312,1.143,16,3,Industrial Grade,18118,445
American Insulated WireTYPE TC-ER Control/Instrument,2,American Insulated Wire,TYPE TC-ER Control/Instrument,2,2,7.874,0.098218824,1.143,16,3,Industrial Grade,68104,458
Cable USAETFE TYPE TC,2,Cable USA,ETFE TYPE TC,2,2,6.35,0.071431872,0.762,16,3,Industrial Grade,181603C6,72
Cable USAFEP(Teflon) TYPE TC,2,Cable USA,FEP(Teflon) TYPE TC,2,2,7.8232,0.120541284,1.143,16,3,Industrial Grade,181603C6,347
Dekoron1735,2,Dekoron,1735,2,2,8.9408,0.09673066,1.143,16,3,Industrial Grade,,272
General Cable20/10,2,General Cable,20/10,2,2,8.636,0.092266168,1.143,16,3,Industrial Grade,365370,277
General CableVNTC ,2,General Cable,VNTC ,2,2,8.001,0.08928984,1.143,16,3,Industrial Grade,236170,479
General CableVNTC ,2,General Cable,VNTC ,2,2,8.128,0.093754332,1.143,16,3,Industrial Grade,261160,480
General CablePVIC PVC/PVC SHIELDED,2,General Cable,PVIC PVC/PVC SHIELDED,2,2,7.5438,0.086313512,1.0668,16,3,Industrial Grade,325780,268
OkoniteOkozel,2,Okonite,Okozel,2,2,6.096,0.071431872,0.381,16,3,Class 1E Nuclear,203-76-3253,53
OkoniteP-30,2,Okonite,P-30,2,2,8.636,0.095242496,1.143,16,3,Industrial Grade,203-84-2053,423
DrakaReduced Diameter Control,2,Draka,Reduced Diameter Control,1,1,7.62,0.083337184,0.762,16,3,Industrial Grade,216-03,89
General CableCHTC ,2,General Cable,CHTC ,1,1,9.144,0.108635972,1.143,16,3,Industrial Grade,312500,318
General CableEHTC ,2,General Cable,EHTC ,1,1,8.636,0.102683316,1.143,16,3,Industrial Grade,343470,328
General CableUltrol  200 Instrument Cable,2,General Cable,Ultrol  200 Instrument Cable,1,1,8.255,0.098218824,1.143,16,3,Class 1E Nuclear,377690,465
General CableCHTC XLPE/HYP INDIVIDUAL SHIELD,2,General Cable,CHTC XLPE/HYP INDIVIDUAL SHIELD,1,1,9.144,0.12649394,1.143,16,3,Industrial Grade,241510,323
General CableFREP EPR/CPE SHIELDED,2,General Cable,FREP EPR/CPE SHIELDED,1,1,8.509,0.098218824,1.143,16,3,Industrial Grade,279690,409
OkoniteFMR Okolon ,2,Okonite,FMR Okolon ,1,1,8.89,0.122029448,1.143,16,3,Industrial Grade,202-10-2033,400
OkoniteFMR Okolon ,2,Okonite,FMR Okolon ,1,1,11.176,0.147328236,1.143,16,3,Nuclear Qualified 383,202-14-2053,401
OkoniteFRM-N Okolon ,2,Okonite,FRM-N Okolon ,1,1,10.16,0.145840072,1.143,16,3,Nuclear Qualified,202-16-2033,416
OkoniteFRM-N Okolon 1000/2000V,2,Okonite,FRM-N Okolon 1000/2000V,1,1,12.446,0.196437648,1.143,16,3,Nuclear Qualified,202-18-2053,421
OkoniteFMR - LCS Okolon ,2,Okonite,FMR - LCS Okolon ,1,1,17.018,0.382458148,1.524,16,3,Nuclear Tracability,202-14-6053,644
OkoniteFMR-LCS Okolon,2,Okonite,FMR-LCS Okolon,1,1,17.018,0.40180428,1.524,16,3,Nuclear Tracability,202-10-6053,655
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,7.366,0.08184902,0.889,16,3,Industrial Grade,I83-0030,103
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,7.366,0.08928984,0.889,16,3,Industrial Grade,I83-0031,104
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,9.652,0.09673066,1.016,16,3,Class 1E Nuclear,I48-3302,150
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,9.906,0.09673066,1.016,16,3,Class 1E Nuclear,I48-3328,151
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,8.382,0.11905312,1.143,16,3,Class 1E Nuclear,I45-0030,363
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,8.382,0.120541284,1.143,16,3,Class 1E Nuclear,I46-0031,364
Generic (TP TP 16 4),2,GENERIC,GENERIC,2,2,8.382,0.114588628,1.143,16,4,,,
Generic (TS TS 16 4),2,GENERIC,GENERIC,1,1,11.176,0.13393476,0.889,16,4,,,
American Insulated WireAmerican SDN ,2,American Insulated Wire,American SDN ,2,2,8.382,0.114588628,1.143,16,4,Industrial Grade,38488,291
American Insulated WireTYPE TC Control/Instrument,2,American Insulated Wire,TYPE TC Control/Instrument,2,2,8.636,0.139887416,1.143,16,4,Industrial Grade,18121,446
American Insulated WireTYPE TC-ER Control/Instrument,2,American Insulated Wire,TYPE TC-ER Control/Instrument,2,2,8.509,0.117564956,1.143,16,4,Industrial Grade,68105,459
Cable USAETFE TYPE TC,2,Cable USA,ETFE TYPE TC,2,2,6.9088,0.08928984,0.762,16,4,Industrial Grade,181604C6,73
Cable USAFEP(Teflon) TYPE TC,2,Cable USA,FEP(Teflon) TYPE TC,2,2,8.4328,0.147328236,1.143,16,4,Industrial Grade,181604C6,348
General Cable20/10,2,General Cable,20/10,2,2,9.398,0.114588628,1.143,16,4,Industrial Grade,647530,278
General CableVNTC ,2,General Cable,VNTC ,2,2,8.636,0.110124136,1.143,16,4,Industrial Grade,236180,481
General CableVNTC ,2,General Cable,VNTC ,2,2,8.89,0.114588628,1.143,16,4,Industrial Grade,243710,482
General CablePVIC PVC/PVC INDIVIDUAL SHIELD,2,General Cable,PVIC PVC/PVC INDIVIDUAL SHIELD,2,2,8.7884,0.11905312,1.0668,16,4,Industrial Grade,325800,263
General CablePVIC PVC/PVC SHIELDED,2,General Cable,PVIC PVC/PVC SHIELDED,2,2,8.7376,0.110124136,1.0668,16,4,Industrial Grade,325790,267
OkoniteOkozel,2,Okonite,Okozel,2,2,6.604,0.090778004,0.381,16,4,Class 1E Nuclear,203-76-3254,54
OkoniteP-30,2,Okonite,P-30,2,2,9.398,0.117564956,1.143,16,4,Industrial Grade,203-84-2054,424
DrakaReduced Diameter Control,2,Draka,Reduced Diameter Control,1,1,8.255,0.105659644,0.762,16,4,Industrial Grade,216-04,90
General CableCHTC ,2,General Cable,CHTC ,1,1,9.906,0.135422924,1.143,16,4,Industrial Grade,312510,319
General CableEHTC ,2,General Cable,EHTC ,1,1,9.271,0.12649394,1.143,16,4,Industrial Grade,343480,329
General CableUltrol  200 Instrument Cable,2,General Cable,Ultrol  200 Instrument Cable,1,1,8.9662,0.120541284,1.143,16,4,Class 1E Nuclear,377700,466
General CableCVTC FR-XLP/PVC SHIELDED,2,General Cable,CVTC FR-XLP/PVC SHIELDED,1,1,11.557,0.142863744,0.381,16,4,Industrial Grade,343240,34
General CableFREP EPR/CPE SHIELDED,2,General Cable,FREP EPR/CPE SHIELDED,1,1,11.684,0.14137558,1.143,16,4,Industrial Grade,283170,410
General CableCHTC XLPE/HYP INDIVIDUAL SHIELD,2,General Cable,CHTC XLPE/HYP INDIVIDUAL SHIELD,1,1,14.859,0.19346132,1.524,16,4,Industrial Grade,241010,583
OkoniteFMR Okolon ,2,Okonite,FMR Okolon ,1,1,9.652,0.145840072,1.143,16,4,Industrial Grade,202-10-2034 ,402
OkoniteFMR Okolon ,2,Okonite,FMR Okolon ,1,1,12.192,0.1860205,1.143,16,4,Nuclear Qualified 383,202-14-2054,403
OkoniteFRM-N Okolon ,2,Okonite,FRM-N Okolon ,1,1,10.922,0.162209876,1.143,16,4,Nuclear Qualified,202-16-2034,417
OkoniteFRM-N Okolon 1000/2000V,2,Okonite,FRM-N Okolon 1000/2000V,1,1,13.462,0.244058896,1.143,16,4,Nuclear Qualified,202-18-2054,422
OkoniteFMR - LCS Okolon ,2,Okonite,FMR - LCS Okolon ,1,1,17.018,0.388410804,1.524,16,4,Nuclear Tracability,202-14-6054,645
OkoniteFMR-LCS Okolon,2,Okonite,FMR-LCS Okolon,1,1,17.018,0.4092451,1.524,16,4,Nuclear Tracability,202-10-6054,656
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,7.874,0.09673066,0.889,16,4,Industrial Grade,I83-0040,105
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,7.874,0.10417148,0.889,16,4,Industrial Grade,I83-0041,106
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,10.668,0.12649394,1.016,16,4,Class 1E Nuclear,I48-3303,152
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,10.922,0.13393476,1.016,16,4,Class 1E Nuclear,I48-3329,153
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,9.144,0.14137558,1.143,16,4,Class 1E Nuclear,I45-0040,365
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,9.144,0.1488164,1.143,16,4,Class 1E Nuclear,I463433,366
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,10.414,0.1116123,0.889,16,4,Industrial Grade,I83-0025,115
